CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Meeker;Minnesota;MN;57;frontier status, population size, poverty, age, population density;42;23371;38;7.7;24.7;59;13.3;3;98.8;0.3;0.2;0.5;2.8
Mille Lacs;Minnesota;MN;40;frontier status, population size, poverty, age;62;25680;45;8.7;24.2;60.8;12.5;2.5;93.7;0.4;4.7;0.3;1.4
Morrison;Minnesota;MN;31;frontier status, population size, poverty, age;22;32788;29;9.4;25.4;59.4;12.6;2.6;98.6;0.3;0.3;0.3;0.8
Mower;Minnesota;MN;26;frontier status, population size, poverty, age;40;38799;55;9.2;25.1;56.4;14.5;4;96.1;1.3;0.3;1.5;6.6
Murray;Minnesota;MN;56;frontier status, population size, poverty, age, population density;39;8852;13;7.5;22.1;56.3;17.2;4.3;98.9;0.2;0.3;0.3;2.2
Nicollet;Minnesota;MN;25;frontier status, population size, poverty, age;21;30848;68;7.5;25.2;63.4;9.5;1.9;96.5;1.5;0.2;1.3;2.3
Nobles;Minnesota;MN;55;frontier status, population size, poverty, age, population density;47;20508;29;9.7;26.3;57.1;13.1;3.6;93.5;1.4;0.6;4;14.5
Norman;Minnesota;MN;43;frontier status, population size, poverty, age;57;7003;8;9.8;23.3;56.2;17.2;3.3;95.7;0.2;2.5;0.5;3.3
Olmsted;Minnesota;MN;12;frontier status, population size, poverty, age;57;135189;207;6.8;26;62.4;9.6;1.9;89.9;3.6;0.3;5.2;2.7
Otter Tail;Minnesota;MN;21;frontier status, population size, poverty, age;44;57658;29;9.6;22.8;58;15.8;3.3;98.1;0.4;0.5;0.5;1.8
Pennington;Minnesota;MN;40;frontier status, population size, poverty, age;62;13608;22;9.5;24.3;60.3;12.4;3;96.7;0.4;1.4;0.9;1.8
Pine;Minnesota;MN;40;frontier status, population size, poverty, age;62;28485;20;10.7;22.6;61.8;13.2;2.3;94.7;1.6;2.7;0.4;1.8
Pipestone;Minnesota;MN;56;frontier status, population size, poverty, age, population density;39;9421;20;8.8;23.6;54.5;17.2;4.7;97.1;0.2;1.5;0.7;1
Polk;Minnesota;MN;31;frontier status, population size, poverty, age;22;31133;16;10.7;24.3;59.1;13.4;3.2;96.5;0.6;1.3;0.6;4.5
Pope;Minnesota;MN;40;frontier status, population size, poverty, age;62;11252;17;8.3;22.1;57.4;16.9;3.6;99;0.3;0.2;0.4;0.7
Ramsey;Minnesota;MN;4;frontier status, population size, poverty;25;494920;3177;10.7;26.3;61.3;10.2;2.2;78.3;9.3;0.9;9.1;5.7
Red Lake;Minnesota;MN;40;frontier status, population size, poverty, age;62;4317;10;9;22.5;59.1;14.8;3.7;98.1;0.2;1.5;0.1;0.9
Redwood;Minnesota;MN;56;frontier status, population size, poverty, age, population density;39;16022;18;8.4;24.7;55.5;15.3;4.4;93.4;0.3;3.8;1.9;1
Renville;Minnesota;MN;40;frontier status, population size, poverty, age;62;16764;17;9;24.9;56.5;14.8;3.8;98.6;0.1;0.8;0.3;6.4
Rice;Minnesota;MN;17;frontier status, population size, poverty, age;32;60949;122;7.2;25.2;63.4;9.7;1.7;95.2;1.7;0.5;1.7;6.9
Rock;Minnesota;MN;56;frontier status, population size, poverty, age, population density;39;9520;20;7.6;24.4;56.8;15.1;3.7;97.7;0.8;0.5;0.9;1.4
Roseau;Minnesota;MN;38;frontier status, population size, poverty, age;35;16495;10;6.4;27.3;60.4;10;2.3;95.6;0.2;1.8;1.9;0.5
St. Louis;Minnesota;MN;16;frontier status, population size, poverty, age;27;197179;32;10.5;22.2;62;12.8;2.9;94.8;1;2.2;0.7;0.8
Scott;Minnesota;MN;46;frontier status, population size, poverty, age, population density;26;119825;336;3.8;29.2;64.8;5.2;0.8;91;1.7;0.7;5;3.5
Sherburne;Minnesota;MN;45;frontier status, population size, poverty, age, population density;38;81752;187;4.6;27.7;65.2;6.2;0.9;96.4;1.2;0.4;1.1;1.8
Sibley;Minnesota;MN;57;frontier status, population size, poverty, age, population density;42;15237;26;8;25.9;57.8;13;3.3;98.6;0.2;0.4;0.5;5.9
Stearns;Minnesota;MN;12;frontier status, population size, poverty, age;57;142654;106;8;25.4;63.1;9.7;1.8;95.3;1.5;0.3;1.9;1.7
Steele;Minnesota;MN;47;frontier status, population size, poverty, age, population density;34;35755;83;6.8;26.3;60.8;10.8;2.2;96.3;2.2;0.1;0.8;4.4
Stevens;Minnesota;MN;54;frontier status, population size, poverty, age, population density;38;9826;17;8.6;23.5;59.8;12.8;3.9;95.2;1.4;1.1;1.6;1.3
Swift;Minnesota;MN;59;frontier status, population size, poverty, age, population density;32;11324;15;9.2;21.1;60.3;14;4.6;92.5;3.6;0.6;3;2.9
Todd;Minnesota;MN;43;frontier status, population size, poverty, age;57;24603;26;11.3;24.8;59.1;13.4;2.7;98;0.2;0.7;0.5;3.4
Traverse;Minnesota;MN;58;frontier status, population size, poverty, age, population density;48;3810;7;10.4;22.1;50.5;21.1;6.2;95.1;0;4.3;0.4;1.4
Wabasha;Minnesota;MN;57;frontier status, population size, poverty, age, population density;42;22200;42;6.3;24.3;60.5;12.4;2.7;98.6;0.3;0.3;0.6;1.9
Wadena;Minnesota;MN;43;frontier status, population size, poverty, age;57;13650;26;11.9;24.8;54.7;17.4;3.2;98;0.7;0.7;0.3;0.8
Waseca;Minnesota;MN;57;frontier status, population size, poverty, age, population density;42;19330;46;8;24.2;62;11.3;2.4;96;2.4;0.6;0.8;3.1
Washington;Minnesota;MN;12;frontier status, population size, poverty, age;57;220426;563;4.7;27.4;64.2;7.5;0.9;90.7;3;0.4;4.3;2.5
Watonwan;Minnesota;MN;40;frontier status, population size, poverty, age;62;11234;26;8.8;26.9;54.5;14.9;3.7;97.6;0.6;0.4;1.1;17.8
Wilkin;Minnesota;MN;40;frontier status, population size, poverty, age;62;6802;9;8.2;25.5;58.2;13.1;3.3;97.9;0.3;0.8;0.3;1.9
Winona;Minnesota;MN;25;frontier status, population size, poverty, age;21;49276;79;9.7;23.5;62.9;11.1;2.4;95.7;1;0.3;2.4;1.2
Wright;Minnesota;MN;45;frontier status, population size, poverty, age, population density;38;110730;168;4.9;28.4;63.1;7.3;1.1;96.9;0.6;0.4;1.1;1.7
Yellow Medicine;Minnesota;MN;56;frontier status, population size, poverty, age, population density;39;10449;14;8.5;24.9;55;15.6;4.5;96.9;0.2;2.5;0.2;2.4
Adams;Mississippi;MS;53;frontier status, population size, poverty, age, population density;27;32099;70;22.3;26.1;57.9;14.2;1.8;43.5;55.7;0.1;0.3;0.8
Alcorn;Mississippi;MS;50;frontier status, population size, poverty, age, population density;27;35306;88;16.2;23.8;61;13.5;1.6;87.7;11.4;0.1;0.4;1.8
Amite;Mississippi;MS;75;frontier status, population size, poverty, age, population density;37;13435;18;18.5;23.7;60.2;14.1;2;57.6;42;0.1;0.1;1.5
Attala;Mississippi;MS;71;frontier status, population size, poverty, age, population density;33;19552;27;20;25.5;58;14.3;2.2;58.6;40.6;0.2;0.3;1.6
Benton;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;7852;19;20;26.4;57.8;13.7;2.1;64.5;34.7;0.5;0.1;1.1
Bolivar;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;38641;44;27.3;29.2;60.2;9.1;1.5;33.5;65.7;0.1;0.5;1.2
Calhoun;Mississippi;MS;63;frontier status, population size, poverty, age, population density;32;14652;25;16.9;24.3;59;14.3;2.4;70.4;28.9;0.2;0.1;3.4
Carroll;Mississippi;MS;75;frontier status, population size, poverty, age, population density;37;10397;17;16.1;22.3;62.8;12.8;2.1;65.5;34.3;0;0.2;1
Chickasaw;Mississippi;MS;42;frontier status, population size, poverty, age;53;19184;38;17.6;28.5;58;11.6;1.9;57.7;41.6;0.2;0.3;2.9
Choctaw;Mississippi;MS;75;frontier status, population size, poverty, age, population density;37;9572;23;21.7;25.6;58.5;13.8;2.2;68;31.4;0.4;0.2;0.9
Claiborne;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;11492;24;25.5;29.3;59.8;9.2;1.7;15.2;84.3;0;0.4;0.9
Clarke;Mississippi;MS;43;frontier status, population size, poverty, age;57;17670;26;18.9;25.9;58.5;13.7;1.9;66;33.7;0.1;0.1;0.7
Clay;Mississippi;MS;69;frontier status, population size, poverty, age, population density;45;21223;52;20.6;27.5;59.1;11.8;1.6;42.4;57.2;0;0.2;1
Coahoma;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;29002;52;28.3;33.5;54.9;10.2;1.4;25.6;73.3;0;0.6;1.2
Copiah;Mississippi;MS;51;frontier status, population size, poverty, age, population density;33;29164;38;21.2;27.6;59.5;11.3;1.6;48.6;50.7;0;0.3;1.3
Covington;Mississippi;MS;69;frontier status, population size, poverty, age, population density;45;20273;49;19.3;27.6;58.7;12.2;1.5;63.1;36.2;0.1;0.2;0.9
DeSoto;Mississippi;MS;46;frontier status, population size, poverty, age, population density;26;137004;287;8.6;27.4;63.2;8.6;0.8;81;17;0.3;1;3.3
Forrest;Mississippi;MS;8;frontier status, population size, poverty;54;75095;161;20.4;25.8;62.5;10.3;1.3;63.3;34.5;0.3;1.1;1.4
Franklin;Mississippi;MS;75;frontier status, population size, poverty, age, population density;37;8411;15;19.5;24.9;59.7;13.5;1.9;63.3;36.2;0.1;0.1;0.6
George;Mississippi;MS;42;frontier status, population size, poverty, age;53;21259;44;16.1;28.6;60.5;10.1;0.8;89.7;9.2;0.3;0.2;2.5
Greene;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;13183;18;19.8;23.2;66.5;9.3;1;73;26.5;0.3;0.2;0.8
Grenada;Mississippi;MS;69;frontier status, population size, poverty, age, population density;45;22861;54;18.5;26.3;59.3;12.8;1.7;57.1;42;0.2;0.5;0.7
Hancock;Mississippi;MS;33;frontier status, population size, poverty, age;41;46711;98;15.7;24.1;61;13.6;1.3;90.6;7;0.6;0.8;2.3
Harrison;Mississippi;MS;6;frontier status, population size, poverty;53;193810;334;16.5;27;61;11;1;72.3;22.6;0.5;2.7;2.5
Hinds;Mississippi;MS;7;frontier status, population size, poverty;33;249345;287;20.5;28.7;60.6;9.4;1.4;33.3;65.2;0.1;0.6;0.9
Holmes;Mississippi;MS;68;frontier status, population size, poverty, age, population density;34;21099;28;32.2;32.6;56;9.7;1.7;18.7;80.7;0.2;0.1;0.9
Humphreys;Mississippi;MS;68;frontier status, population size, poverty, age, population density;34;10527;25;30.2;32.4;55.9;9.9;1.8;25.9;73.6;0.1;0.3;2.1
Issaquena;Mississippi;MS;86;frontier status, population size, poverty, age;38;1909;5;29;23.9;63.9;11.1;1.2;37.3;62.4;0;0;0.5
Itawamba;Mississippi;MS;60;frontier status, population size, poverty, age, population density;48;23359;44;13.7;25.2;61;12.6;1.2;92.8;6.6;0.1;0.2;1.1
Jackson;Mississippi;MS;6;frontier status, population size, poverty;53;135940;187;15;26.6;61.9;10.6;0.9;74.9;21.8;0.4;1.8;2.4
Jasper;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;18162;27;20.8;26.9;58.8;12.4;1.9;47;52.5;0;0.2;0.7
Jefferson;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;9432;18;27.9;27.7;62.2;8.6;1.5;13.7;86;0.1;0.1;0.7
Jefferson Davis;Mississippi;MS;68;frontier status, population size, poverty, age, population density;34;13158;32;22.9;26.7;59.1;12;2.2;41.6;57.8;0.1;0.2;0.9
Jones;Mississippi;MS;8;frontier status, population size, poverty;54;66160;95;18.7;26.1;59.8;12.6;1.5;71.4;27.4;0.4;0.4;3.5
Kemper;Mississippi;MS;74;frontier status, population size, poverty, age, population density;30;10246;13;19.9;26;59.5;12.2;2.3;38.8;58.8;2.1;0.1;0.9
Lafayette;Mississippi;MS;32;frontier status, population size, poverty, age;37;40842;65;15.8;22.7;66.7;9.3;1.2;73.3;24.1;0.2;1.8;1.3
Lamar;Mississippi;MS;33;frontier status, population size, poverty, age;41;44616;90;13.9;27.2;63.4;8.6;0.9;84.2;14.2;0.2;0.9;1.5
Lauderdale;Mississippi;MS;8;frontier status, population size, poverty;54;77218;110;18.8;27.5;58.2;12.2;2;57.9;40.6;0.2;0.6;1.2
Lawrence;Mississippi;MS;68;frontier status, population size, poverty, age, population density;34;13502;31;17.5;26.2;60.1;12.4;1.3;67.5;31.8;0.1;0.5;0.8
Leake;Mississippi;MS;76;frontier status, population size, poverty, age, population density;38;22453;39;19.9;29.5;56.8;12;1.7;55.8;38.9;4.6;0.3;2.9
Lee;Mississippi;MS;20;frontier status, population size, poverty, age;32;78793;175;14.1;27.4;60.6;10.7;1.3;72.7;25.8;0.2;0.6;1.3
Leflore;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;36431;62;29.4;30.1;58.3;9.9;1.6;28.5;70.6;0.1;0.6;2.2
Lincoln;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;33906;58;17.7;25.7;60.5;12.3;1.5;69.1;30.2;0.2;0.4;0.7
Lowndes;Mississippi;MS;8;frontier status, population size, poverty;54;59895;119;19.2;28.2;59.8;10.4;1.6;55.3;42.9;0.2;0.7;1.1
Madison;Mississippi;MS;23;frontier status, population size, poverty, age;37;84286;118;13.2;27.8;62.1;9.1;0.9;59.8;38;0.1;1.6;1.3
Marion;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;25235;47;21.7;27.2;58.8;12.4;1.7;66.7;32.4;0.2;0.3;0.7
Marshall;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;35659;50;19.1;26.6;61.9;10.4;1;49.6;49.6;0.2;0.1;1.5
Monroe;Mississippi;MS;33;frontier status, population size, poverty, age;41;37704;49;16.3;25.4;59.7;12.9;2;68.4;31;0.1;0.2;0.9
Montgomery;Mississippi;MS;76;frontier status, population size, poverty, age, population density;38;11829;29;20.8;25.8;57.1;14.5;2.6;53.7;45.8;0.1;0.3;0.9
Neshoba;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;29905;52;18.6;28.7;58.3;11.4;1.7;63.6;20.5;14.4;0.4;1.5
Newton;Mississippi;MS;72;frontier status, population size, poverty, age, population density;32;22366;39;16.9;27.6;57.1;13.3;2;65.2;30.1;4.3;0.2;1.2
Noxubee;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;12202;18;26.8;30;57.2;11;1.8;28.9;70.4;0.3;0.1;1.4
Oktibbeha;Mississippi;MS;53;frontier status, population size, poverty, age, population density;27;41247;90;21.4;23.1;67.3;8.5;1;60.2;36.2;0.2;2.8;1.1
Panola;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;35331;52;20.9;28.5;59.6;10.4;1.5;51.4;48;0.1;0.2;1.4
Pearl River;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;52659;65;18.1;26;61.1;11.8;1.1;85.8;12.3;0.5;0.4;1.6
Perry;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;12160;19;18.3;27.6;60.3;11;1.1;76;23.2;0.3;0.2;1.2
Pike;Mississippi;MS;53;frontier status, population size, poverty, age, population density;27;39426;96;22.8;28.3;57.4;12.7;1.7;49.6;49.4;0.2;0.5;0.7
Pontotoc;Mississippi;MS;39;frontier status, population size, poverty, age;51;28208;57;13.2;26.1;61.3;11.1;1.6;84.7;14.6;0.3;0.1;2.8
Prentiss;Mississippi;MS;41;frontier status, population size, poverty, age;47;25593;62;15.2;25.3;60;12.7;2;85.1;14;0.2;0.2;0.7
Quitman;Mississippi;MS;76;frontier status, population size, poverty, age, population density;38;9512;23;27.3;30.5;56.7;10.8;1.9;30.5;69;0.1;0.2;0.6
Rankin;Mississippi;MS;12;frontier status, population size, poverty, age;57;131841;170;10.4;25.1;64.7;9.3;0.9;79.8;18.6;0.2;0.9;1.7
Scott;Mississippi;MS;51;frontier status, population size, poverty, age, population density;33;28739;47;16;28.1;59.3;10.9;1.7;59.9;38.7;0.5;0.3;6.7
Sharkey;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;5967;14;29.4;30.8;57.2;10.3;1.7;29.8;69.5;0.1;0.4;1.5
Simpson;Mississippi;MS;51;frontier status, population size, poverty, age, population density;33;27944;47;19.7;27.4;59.8;11.2;1.6;64.6;34.7;0.1;0.2;1.5
Smith;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;16058;25;16.4;26.3;59.7;12.5;1.5;76.4;23.2;0.1;0.2;0.8
Stone;Mississippi;MS;68;frontier status, population size, poverty, age, population density;34;14862;33;17.3;27.2;61.2;10.6;1;79.1;20;0.3;0.2;1.5
Sunflower;Mississippi;MS;52;frontier status, population size, poverty, age, population density;40;32311;47;30.3;28.1;62.6;7.9;1.3;26.9;72.3;0.2;0.4;1.7
Tallahatchie;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;14191;22;25.6;28.6;58.2;11.5;1.8;38.8;60.5;0.1;0.4;1
Tate;Mississippi;MS;42;frontier status, population size, poverty, age;53;26548;66;15;27.9;60.4;10.4;1.4;68.8;30.5;0.2;0.2;1.3
Tippah;Mississippi;MS;65;frontier status, population size, poverty, age, population density;30;21212;46;15.7;25;60.7;12.6;1.7;82;17;0.3;0.1;3.2
Tishomingo;Mississippi;MS;64;frontier status, population size, poverty, age, population density;41;19202;45;13.9;22.8;59.9;15.5;1.8;95.9;3.6;0.1;0.1;2.5
Tunica;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;10321;23;22.4;31.1;59.3;8.6;1.1;25.8;73.4;0.1;0.4;2.5
Union;Mississippi;MS;60;frontier status, population size, poverty, age, population density;48;26784;64;12.8;25.8;60.7;11.8;1.7;83.8;15.1;0.2;0.3;2.5
Walthall;Mississippi;MS;69;frontier status, population size, poverty, age, population density;45;15460;38;22.3;27.2;58.1;12.8;1.9;55.1;44.3;0.1;0.2;1.2
Warren;Mississippi;MS;33;frontier status, population size, poverty, age;41;49131;84;17.6;28.4;59.9;10.3;1.4;52.5;46;0.2;0.7;1.2
Washington;Mississippi;MS;8;frontier status, population size, poverty;54;59220;82;28.4;31;57.6;10;1.4;31.7;67.2;0.1;0.7;1.1
Wayne;Mississippi;MS;67;frontier status, population size, poverty, age, population density;31;21291;26;20.6;27.6;59.9;11.2;1.3;61.4;38.2;0.1;0.2;0.7
Webster;Mississippi;MS;71;frontier status, population size, poverty, age, population density;33;10092;24;18.4;25.2;58.3;14.9;1.6;79.8;19.8;0.2;0.2;1.9
Wilkinson;Mississippi;MS;66;frontier status, population size, poverty, age, population density;37;10269;15;27.9;25.3;61.7;11.3;1.7;29.8;69.9;0.1;0;0.4
Winston;Mississippi;MS;76;frontier status, population size, poverty, age, population density;38;19870;33;20;25.7;58.5;13.8;2;54.7;44.2;0.8;0.1;1.6
Yalobusha;Mississippi;MS;76;frontier status, population size, poverty, age, population density;38;13417;29;19;25.6;59;13.5;1.9;60.2;39.2;0.2;0.2;1
Yazoo;Mississippi;MS;51;frontier status, population size, poverty, age, population density;33;28195;31;27;27.5;60.7;10.2;1.6;44.2;54.9;0.2;0.4;5.2
Adair;Missouri;MO;41;frontier status, population size, poverty, age;47;24509;43;15.9;24.1;63.9;10;2;95.8;1.4;0.3;1.8;1.7
Andrew;Missouri;MO;57;frontier status, population size, poverty, age, population density;42;16899;39;8.3;23.9;62.5;11.6;2;98.5;0.6;0.4;0.3;1.2
Atchison;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;6246;11;11;22.6;57.5;15.8;4.2;97.3;2.1;0.2;0.3;0.8
Audrain;Missouri;MO;40;frontier status, population size, poverty, age;62;25759;37;13.6;24.8;59.1;13.4;2.6;90.8;7.7;0.3;0.4;1
Barry;Missouri;MO;49;frontier status, population size, poverty, age, population density;35;35599;46;14.9;25.5;58.7;14;1.8;96.8;0.3;0.9;0.8;6.9
Barton;Missouri;MO;40;frontier status, population size, poverty, age;62;13057;22;12.8;26.1;58.5;12.7;2.7;97.2;0.4;0.8;0.4;1.1
Bates;Missouri;MO;62;frontier status, population size, poverty, age, population density;32;17027;20;13;24.6;58.8;13.9;2.7;97.6;0.8;0.5;0.3;1.4
Benton;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;18854;27;14.6;19.1;57.9;20.8;2.2;98.4;0.1;0.5;0.1;1.1
Bollinger;Missouri;MO;43;frontier status, population size, poverty, age;57;12325;20;13.3;23.9;61.2;13;1.8;98.2;0.3;0.6;0.2;0.5
Boone;Missouri;MO;14;frontier status, population size, poverty, age;40;143326;209;11.7;24.9;66.1;7.7;1.2;85.9;8.6;0.4;3.2;2.1
Buchanan;Missouri;MO;24;frontier status, population size, poverty, age;35;84904;207;12.3;24.6;60.7;12.2;2.4;93.2;4.5;0.5;0.6;2.5
Butler;Missouri;MO;35;frontier status, population size, poverty, age;27;41338;59;17;24;59.8;14.3;1.9;92.6;5.1;0.6;0.7;1.3
Caldwell;Missouri;MO;62;frontier status, population size, poverty, age, population density;32;9307;22;11.9;25.9;57.6;13.9;2.6;99;0.2;0.2;0.2;0.9
Callaway;Missouri;MO;28;frontier status, population size, poverty, age;39;42541;51;9.8;24.9;64.3;9.4;1.3;92.9;4.9;0.5;0.8;1.1
Camden;Missouri;MO;30;frontier status, population size, poverty, age;57;39432;60;11.7;20;60.7;17.8;1.5;98;0.4;0.3;0.4;1.4
Cape Girardeau;Missouri;MO;19;frontier status, population size, poverty, age;37;71161;123;11.2;24;62.2;11.9;1.9;91.6;5.9;0.4;1;1.1
Carroll;Missouri;MO;43;frontier status, population size, poverty, age;57;10193;15;12.8;24;57.7;15.2;3.1;97.1;1.9;0.3;0.1;1
Carter;Missouri;MO;74;frontier status, population size, poverty, age, population density;30;5910;12;19.4;24.6;59.2;14.4;1.8;96.9;0.1;1.5;0.2;1.2
Cass;Missouri;MO;45;frontier status, population size, poverty, age, population density;38;94232;135;7.4;26.5;61.6;10.6;1.4;94.6;2.8;0.6;0.7;2.9
Cedar;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;14160;30;15.8;23.1;56.3;17.8;2.8;97.4;0.3;0.7;0.6;1.5
Chariton;Missouri;MO;58;frontier status, population size, poverty, age, population density;48;8124;11;10.9;21.1;57.1;17.8;4;96.3;3.2;0.2;0.1;0.7
Christian;Missouri;MO;48;frontier status, population size, poverty, age, population density;31;67266;119;9.3;25.7;63.6;9.4;1.2;97.5;0.5;0.5;0.4;1.7
Clark;Missouri;MO;43;frontier status, population size, poverty, age;57;7323;14;12.5;23.6;59.9;14;2.4;99;0.2;0.3;0.1;0.8
Clay;Missouri;MO;11;frontier status, population size, poverty, age;44;202078;510;6.6;25.9;63.4;9.5;1.2;91.9;4;0.5;1.9;4.3
Clinton;Missouri;MO;57;frontier status, population size, poverty, age, population density;42;20715;49;8.6;24.6;61.7;11.9;1.9;96.8;1.5;0.3;0.4;1.4
Cole;Missouri;MO;17;frontier status, population size, poverty, age;32;72757;186;9;24.3;64.2;9.8;1.7;87.3;10.2;0.4;1.1;1.7
Cooper;Missouri;MO;60;frontier status, population size, poverty, age, population density;48;17294;31;11.2;23.3;62.4;11.7;2.6;89.6;8.9;0.4;0.4;1.4
Crawford;Missouri;MO;43;frontier status, population size, poverty, age;57;23932;32;14.5;24.7;59.4;14.1;1.8;98.5;0.2;0.4;0.2;1.5
Dade;Missouri;MO;62;frontier status, population size, poverty, age, population density;32;7830;16;13;22.3;57.9;17.5;2.3;98.1;0.4;0.6;0.2;1.2
Dallas;Missouri;MO;43;frontier status, population size, poverty, age;57;16437;30;15.3;25.9;59.2;12.8;2;97.6;0.2;0.8;0.1;1.6
Daviess;Missouri;MO;43;frontier status, population size, poverty, age;57;8121;14;14.2;26.6;57.3;13.8;2.4;99.2;0;0.4;0.3;0.9
DeKalb;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;12342;29;13.5;18.6;68.5;11;1.9;87.8;10.3;0.8;0.4;1.2
Dent;Missouri;MO;75;frontier status, population size, poverty, age, population density;37;15083;20;16;23.7;58.7;15.1;2.5;97.4;0.4;0.9;0.3;0.8
Douglas;Missouri;MO;75;frontier status, population size, poverty, age, population density;37;13594;17;17;23.3;60.4;14;2.3;97.1;0.1;1.1;0.2;1.1
Dunklin;Missouri;MO;36;frontier status, population size, poverty, age;23;32545;60;20.5;26.2;58;13.6;2.2;89;9.4;0.3;0.3;3.9
Franklin;Missouri;MO;45;frontier status, population size, poverty, age, population density;38;99090;107;8.4;25.9;61.7;10.9;1.5;97.8;0.9;0.2;0.3;0.9
Gasconade;Missouri;MO;55;frontier status, population size, poverty, age, population density;47;15745;30;9.7;22.9;58.7;15.7;2.6;98.9;0.2;0.1;0.3;0.8
Gentry;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;6555;13;11.3;24;53.9;18.2;3.9;98.7;0.3;0.4;0.5;0.7
Greene;Missouri;MO;14;frontier status, population size, poverty, age;40;250784;372;12.5;23.2;63;11.8;2.1;93.9;2.5;0.7;1.3;2.2
Grundy;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;10327;24;14.2;23.6;55.9;17.2;3.3;98.4;0.5;0.5;0.2;2.3
Harrison;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;8876;12;13.3;22.6;56.6;17.2;3.6;98.9;0.2;0.1;0.2;1.3
Henry;Missouri;MO;63;frontier status, population size, poverty, age, population density;32;22577;32;13.3;22.6;58.9;15.7;2.8;97.1;1.1;0.6;0.3;1.2
Hickory;Missouri;MO;71;frontier status, population size, poverty, age, population density;33;9271;23;16.2;18.4;55;23.7;2.9;98.6;0.1;0.3;0.1;1.1
Holt;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;5081;11;11.8;22.2;56.7;16.8;4.2;98.9;0.2;0.5;0.1;0.5
Howard;Missouri;MO;59;frontier status, population size, poverty, age, population density;32;9957;21;11.8;24.3;60.2;12.8;2.8;92.6;6.3;0.3;0.1;0.9
Howell;Missouri;MO;36;frontier status, population size, poverty, age;23;38400;41;17.1;25.2;57.9;14.9;2.1;96.8;0.4;1;0.3;1.3
Iron;Missouri;MO;75;frontier status, population size, poverty, age, population density;37;10273;19;17.6;24.2;59.1;14.8;1.9;97.4;1.7;0.2;0.1;0.6
Jackson;Missouri;MO;3;frontier status, population size, poverty;39;662959;1096;12.3;26.4;61.4;10.5;1.7;72.6;23.4;0.5;1.5;6.6
Jasper;Missouri;MO;24;frontier status, population size, poverty, age;35;110624;173;14.9;26.6;60.1;11.3;2;94.1;1.7;1.3;0.9;5
Jefferson;Missouri;MO;12;frontier status, population size, poverty, age;57;213669;325;8;26.1;64;9;0.9;97.3;0.9;0.3;0.6;1.2
Johnson;Missouri;MO;28;frontier status, population size, poverty, age;39;50784;61;11.5;26.6;63.5;8.6;1.3;91.7;4.1;0.7;1.9;2.7
Knox;Missouri;MO;61;frontier status, population size, poverty, age, population density;32;4171;8;14.5;23.9;55.2;17.6;3.3;99.4;0.1;0;0.1;0.6
Laclede;Missouri;MO;34;frontier status, population size, poverty, age;22;34492;45;14.3;25.4;60.1;13;1.5;97.2;0.6;0.5;0.4;1.6
Lafayette;Missouri;MO;31;frontier status, population size, poverty, age;22;33108;53;10.2;24.6;59.8;13.4;2.1;96.2;2.3;0.2;0.3;1.3
Lawrence;Missouri;MO;34;frontier status, population size, poverty, age;22;37127;61;13.7;26.2;58.7;12.9;2.1;97.4;0.4;0.8;0.3;4.6
Lewis;Missouri;MO;62;frontier status, population size, poverty, age, population density;32;10186;20;13.3;25;58;13.9;3.1;96;2.7;0.3;0.4;0.8
Lincoln;Missouri;MO;29;frontier status, population size, poverty, age;37;47727;76;9;27.2;63.2;8.4;1.3;96.4;1.9;0.4;0.2;1.5
